 "title" , "beschrijving" ,
 "tafelkandelaar" , "Kleine kandelaars met gecanneleerde schacht. In de basis zijn twee merken afgeslagen: meesterteken en gehalte merk." ,
 "ambtskledij van senator Camille de Bast" , "De jas in zwart laken heeft een V-vormige halsuitsnijding, staande kraag, voorpanden die reiken tot het middel met licht afgeronde basis, en lange mouwen met omslag. In de zijden en op de rug vormt de jas naar beneden toe twee slippen elkaar een weinig overlappend met aan weerszijden een valse plooi en aan de taillenaad twee zakken. Langs de randen van de voorpanden negen knopen en knoopsgaten waarvan enkel de vier onderste open zijn. Langs de buitennaad van de mouwen boven de omslagen telkens één knoop. De vergulde knopen dragen het Belgisch wapenschild gedekt met de koninklijke kroon en omlijst door gekruiste eike- en olijftakken en het opschrift ""Senat"". De grote knopen zijn aan de achterzijde gemerkt ""Lassen & Cie, Bruxelles"". De voering van de romp is gewatteerd en doorstikt. Op het linkervoorpand zijn verschillende trensjes en sporen van trensjes waarschijnlijk ter bevestiging van orde - en eretekens. De jas is versierd met borduurwerk op de kraag, de zakkleppen, de mouwomslagen en in de lenden midden de rug met eike- en olijftakken.
De lange broek in zwart laken heeft rechte iets naar onder toe versmalllende pijpen die achteraan wat langer reiken. Een sluiting midden voor met een met weefsel beklede knoop en een knoopsgat op de tailleband met zes knopen en knoopsgaten onder een smalle vertikale klep. Een tailleband met zes knopen (vier vooraan, twee achteraan) voor het bevestigen van bretellen. De zwarte kunststof knopen zijn gemerkt ""A. Goethals & Fils - Bruxelles"". In de middenrugnaad is een groot driehoekig inzetstuk in blauw-zwarte keperwol aangebracht voor het verbreden van de broek. In de lenden zijn twee banden met gesp om de broek aan te sluiten. De zwart gelakte metalen gesp draagt het opschrift ""Solide"" geflankeerd door de gekruiste initialen ""G"". De pijpen zijn langs de buitennaad belegd met een verguld kopergalon en voorstelling van eikelbladranken. Bovenaan in de buitennaden staat telkens een zak.
Een korte vest in roomkleurig fijn laken met een diepe V-vormige halsuitsnijding en een licht gepunte basis. Op ieder voorpand staat een zak en een borstzakje, beide met een belegstrook en een binnenzak op het rechtervoorpand. Een sluiting midden voor met vijf knopen en knoopsgaten. De vergulde knopen dragen het Belgisch wapenschild gedekt met de koninklijke kroon en omlijst met gekruiste eike- en olijftakken en het opschrift ""Senat"". Onderaan vertonen de zijnaden een splitje en het rugpand in het midden een brede split. In elk aldus ontstaan zijdeel is een kort driehoekig stukje ingezet. In de lenden zijn twee banden met een koperen gesp en het opschrift ""Paris"" om het vestje aan te sluiten.
Er bestaat geen officiële ambtskledij voor senatoren in België en in 1960 was deze ambtskledij bijna volledig verdwenen. De Gentenaar Camille de Bast (1845-1927) zetelde er van 1907-1925.
" ,
 "Vest" , "Deel van uniform van Gentse stadsbode" ,
 "Uurwerk" , "Klein verguld bronzen uurwerk in neo-Lodewijk XIII-stijl. Het rust op een zwartgeschilderde houten sokkel op vier platte bolpootjes met geappliqueerd verguld bronzen rankwerk. Op de sokkel is een zittende vrouw afgebeeld, rustend op een kussen. Met de linkerhand houdt ze een opwindbare bol met een ring waarop de uren in romeinse cijfers aangeduid zijn vast. Met de andere hand een afgebroken stangetje dat het uur aanwees. Tijdens het slaan van de uren beweegt het hoofd van de vrouw. Binnenin de sokkel is een geelkoperen plaat bevestigd met het merk en de gestempelde initialen M - vijfpuntige ster - K in een rechthoek." ,
 "tweesteek van de ambtskledij van regeringscommissaris (administratieve inspecteurs) van de Rijksuniversiteit Gent" , "De rand van de lage steek in zwart gesatineerd vilt is tegen de bol omgeslagen in twee delen, de linkeromslag reikt hoger dan de rechter en de beide omslagen zijn aan de bovenrand met korte zwarte struisveren versierd. Op de rechteromslag is bovenaan een kokarde in de Belgische driekleur aangebracht, waarover drie goudkoorden naar een verder geplaatste knoop lopen. De vergulde knoop is versierd met het Belgisch wapenschild, gedekt met de koninklijke kroon: Het schild omringd met het snoer van de Leopoldsorde samen met twee kruiselings geplaatste scepters. Op een golvend lint staat het opschrift ""L'union fait la force"". Het wapenschild is binnen een ring gevat, die het opschrift draagt ""Université de Gand"". De beide uiteinden van de steek zijn belegd met een groepje goudkoorden. De voering draagt het opgedrukt opschrift ""The Gentlemen-Regent Street-London"" en de afbeelding van een liggende leeuw binnen een ovaal medaillon waarboven de Engelse kroon staat; verder ""Succursale pour la Belgique-11 rue Neuve-Bruxelles"". De tweesteek hoort bij de ambtskledij (inv. 11.398).
De bijbehorende doos draagt een etiket waarop met de hand een opschrift staat ""Melchin""." ,
 "pantalon" , "De pantalon in zwart laken heeft naar onder versmallende pijpen, die achteraan langer reiken. De brede horizontale klep vooraan sluit met een hoornen knoop en een knoopsgat in de zijden op de tailleband. Bovenaan in de middenrugnaad is een korte brede split. In de lenden twee linten om de broek aan te sluiten." ,
 "kniebroek" , "Kniebroek in zwart zijdesatijn met een kleine horizontale klep (de zijkanten met een belegstrook benadrukt), bevestigd met drie knopen en knoopsgaten tegen de hoge tailleband, over een vertikale sluiting met drie knopen en knoopsgaten op de tailleband, die twee zakjes met belegstrook draagt. Onder de tailleband vooraan: twee grote zakken, elk met een knoop bevestigd. De middenrugnaad heeft bovenaan een split, op de tailleband geflankeerd door twee banden en een ijzeren gesp (oorspronkelijke sluiting met knoop en knoopsgat) om de broek aan te sluiten. Een hoornen knop aan de aanzet van iedere band. De split van de buitennaad onderaan de pijpen wordt gesloten met vijf knopen en knoopsgaten en een knieband met een ijzeren gesp. Alle knopen behalve deze op de rug zijn eveneens met zwart zijdesatijn bekleed." ,
 "Jas" , "Groenzwarte jas behorende tot de ambtskledij van Auguste Hooreman, Consul van Argentinië in Gent, met een V-hals, een staande kraag en slippen achteraan. De sluiting bestaat uit negen knopen waarop het belgisch wapenschild is afgebeeld. De jas is versierd met borduurwerk in de vorm van eike- en olijftakken op de kraag, mouwomslagen en zakkleppen." ,
 "Gedenkpenning oprichting standbeeld Lieven Bauwens, 1885" , "De penning toont een vooraanzicht van het standbeeld op zijn sokkel met rondom bovenaan, PLECHTIG ONTHULD TE GENT DEN 13EN JULI 1885 en links onderaan naast de sokkel, LEMAIRE en rondom is een parelcirkel en een geprofileerde rand.
Op de keerzijde staat in sierletters, Lieven / Bauwens / I 7 6 9 – I 8 2 2 / -<>- / Invoerder en / Verspreider van het / Katoenspintuig / versiering en met rondom een geprofileerde rand.
De penning zit in het originele doosje.

In 1938 overhandigde de heer A. van Iseghem, advokaat in Brussel als testamentuitvoerder van Gabrielle de Pauw 15 medailles uit de nalatenschap van Napoléon de Pauw aan het stedelijk medaillekabinet. Nr.14 op de lijst van deze medailles was deze gedenkpenning." ,
 "Ambtskledij van een inspecteur van het middelbaar onderwijs, Joseph Gantrelle, broek" , "De lange broek heeft rechte, onderaan een weinig verbredende pijpen. Een sluiting midden voor met vijf knopen en knoopsgaten onder een smalle vertikale klep.. De tailleband heeft zes knopen, vier vooraan en twee achteraan ter bevestiging van de bretellen. Vooraan op de tailleband rechts staat een klein zakje en onder de tailleband langs de buitennaden twee zakken, gesloten met knoopje en knoopsgat. Alle knopen zijn van geverfd metaal en in de lenden zijn twee banden en een geverfde metalen gesp met opschrift ""1854"" en ""M"". In de middenrugnaad bovenaan is een korte split. De pijpen waren oorspronkelijk langs de buitennaad belegd met een goudgalon (sporen van geel naaigaren). Onderaan langs de binnenzijde van de pijpen zijn twee koperen knoopjes voor het bevestigen van een bandje dat onder de voet gaat en de broek strak moet houden. Het opschrift op de voering van de rechterzak ""Mr. Gantrelle"".
Bij deze ambtskledij hoort een steek ( inv. 7552).
Deze ambtskledij werd gedragen door Joseph Gantrelle, inspecteur van het middelbaar onderwijs (Echternach 18.1.1809 - Gent 24.2.1893). Gantrelle werd in 1854 benoemd tot inspecteur en in 1864 werd hij gewoon hoogleraar aan de faculteit van Letteren en Wijsbegeerte te Gent." ,
 "vest (ambtskledij)" , "Kort vest in wit katoenpiqué met een zwak gepunte basis, V-vormige halsuitsnijding en staande kraag met schuin weggesneden hoeken. Op ieder voorpand staat een zak met belegstrook. Een sluiting midden voor met zes knopen en knoopsgaten. De vergulde knopen dragen het Belgisch wapenschild, gedekt met de koninklijke kroon en omringd door het snoer van de Leopoldsorde vergezeld van twee kruiselings geplaatste scepters." ,
 "Zakdoek van Joan D'Huyvetter" , "Wit fijn  katoenen zakdoek met een kantrand. Een smalle fries met bloemmotieven is geborduurd langs de rand, en in de hoek de initialen J.D. binnen een medaillon van bloemen en bladeren." ,
 "schermvest" , "Het schermvest heeft een hoge staande kraag, lange mouwen en reikt tot het middel. Het voorpand dat gewattteerd en in ruitpatroon doorstikt is, bedekt de hele voorzijde van de romp en wordt gesloten langs de binnenzijde met negen haken en ogen tegen een smal linkervoorpand met twee knopen en knoopsgaten op de linkerzijde van de kraag, met twee knopen en knoopsgaten op de linkerschouder en met zes knopen en knoopsgaten in de linkerzijde.
Alle knopen vervaardigd in zwarte kunststof, kraag- en mouwuiteinden zijn belegd met twee smalle fluweellintjes en doorstikt volgens horizontale lijnen waartussen op de kraag koordjes zijn ingebracht." ,
 "Vest" , "Het korte vest heeft een staande kraag. De voorpanden hebben een kort, scherp weggesneden schootdeel. Langs de rand van het rechtervoorpand tien knopen waarvan een ontbreekt, langs de kant van het linkervoorpand 10 knooptgaten. De twee zakken hebben kleppen met drie punten. het vest wordt op de rug aangesloten door twee banden en een gesp. Op de rug staan volgende opschriften: 318B, 1878 en N°599 ( doorschrapt) 600. Onder de zakklep opgenaaid lapje met opschrift : 604. De voorpanden zijn versierd met borduurwerk. Zij-, onderrand, kraag en zakklep hebben een patroon van gestileerde bloemenranken. Over het oppervlak blaadjes en op de knopen een sterretje." ,
 "ambtskledij van een schepen: jas" , "De jas in zwart laken heeft een staande kraag met afgeronde hoeken, voorpanden reiken tot het middel en met een zwak afgeonde  basis en lange mouwen met omslag. Inde zijden en op de rug vormt de jas van het middel naar beneden toe twee slippen die elkaar een weinig overlappen met aan weerskanten van de split een valse plooi. Langs de taillenaad van de slippen zijn twee zakkleppen en in de voering van de slippen twee zakken. Sluiting midden voor met negen knopen en knoopsgaten, onderaan de buitennaad van de mouwen twee knoopjes, boven de aanzet van de valse plooien eveneens een knoopje, allen verzilverd, versierd met het Belgisch wapenschild en gedekt met de koninklijke kroon. Het schild is omringd met het snoer van de Leopoldsorde, vergezeld van twee kruiselings geplaatste scepters. Op een golvend lint het opschrift ""L'union fait la force"". Het wapenschild is binnen een ring gevat die het opschrift draagt ""Administration communale"" en de grote knopen op de achterzijde zijn gemerkt ""Superieur Bruxelles"". De voering is op de borst en in de zijden gewattteerd en doorstikt. De jas is versierd met borduurwerk, op de kraag, de mouwomslagen en de zakkleppen met eike- en olijftakken." ,
 "Inhuldigingpenning van Filips V te Gent, 1702" , "De buste van Filips V staat naar rechts met rondom, PHIL•V•D•G•HISP•ET INDIAR•REX•I702 en onder de buste R en een handje en met langs de rand een parelcirkel.
Op de andere zijde staat rechts een landschap en met links een opgaande stralende zon en onderaan op de afsnede, RERVM HINC / NASCITVR / ORDO• en met langs de rand een parelcirkel.
" ,
 "tweesteek van een senator" , "De lage steek in zwart gesatineerd vilt heeft tegen de bol omgeslagen randen, waarvan de linker hoger reikt dan de rechter. De omslagen zijn aan de bovenrand met krullend witte struisveren versierd. Op de rechteromslag is bovenaan een kokarde in de Belgische driekleur aangebracht, waarover drie getorste goudkoorden naar een verder geplaatste knoop lopen en terug.. De vergulde knoop is versierd met het Belgisch wapen, gedekt met de koninklijke kroon, binnen een omlijsting van twee gekruiste takken, die het woord ""Senat"" omvatten. De beide uiteinden van de steek zijn belegd met een groepje goudkoorden.
Op de voering staat gedrukt ""By appointment"" en de afbeelding van de drie Prins van Wales-struisveren, gevat in een kroon, lint met opschrift ""Ich dien"" en To H.R.M. The Prince of Wales J.V. & C° London & Paris Medal Hats-Sole Agent-Volkert, Succr Desmedt"" en opgekleefde zwarte papieren initialen ""CDB"", vermoedelijk de initialen van de eigenaar senator Camille de Bast.
Gift (vermoedelijk) van Mej. Jacquemins, Brussel , uit de erfenis C. de Bast.
" ,
 "Boord van een livrei" , "Een staande kraag met geknikte punten in karton met gesteven linnen bekleed en in het midden en op de hoeken een gleuf van voor de boordeknoopjes. Een ingeperst opschrift ""Weibel é Co Basel"", ""39"", ""Smoking.
Deze boorde werd gedragen door lakeien van de V.Z.W. Société Littéraire te Gent bij hun livreien. Van deze livreien bezit het museum nog andere elementen.
" ,
 "Herenschoen" , "De zwart leder schoen (van een paar) heeft een afgeronde neus en een 1,4 cm hoge hak. Hij heeft een tamelijk diepe uitsnijding, vooraan afgerond. De uitlopers van de hielstukken worden op de wreef samengehouden onder een rechthoekige gesp met afgeronde hoeken. De schoen werd gedragen door een lakei van de V.Z.W. Société Littéraire te Gent bij zijn livrei. Van deze livreien bezit het museum nog andere elementen." ,
 "Jas" , "De jas in lancé-poolweefsel heeft een grote staande kraag, de voorpanden zijn vanaf de borst fel weggesneden en vanaf de heupen naar beneden toe vormt de middenrugnaad een split waarbij de panden elkaar een weinig overlappen. De zijnaden vormen ook een split en twee plooien. Lange aansluitende mouwen, twee zakkleppen met drie punten en op de mouwomslag drie knopen, onder de zakopening drie knopen en bij de zijnaadplooien twee knopen. Langs de rand van het rechtervoorpand staan tien knopen, die zoals alle knopen bekleed zijn met weefsel, en op het linkervoorpand zien we vijf knoopsgaten." ,
 "Onze-Lieve-Vrouw" , "Gepolychrommerd houten Mariabeeld  dat vermoedelijk deel uitmaakte van een kalvarie." ,
 "Patrijs met gekroond Belgisch wapenschild en leuze (groot formaat)" , "Het gekroonde Belgische wapenschild met er onder op een lange banderol, L'UNION FAIT LA FORCE en rondom een parelcirkel" ,
 "Matrijs penning firma Veuve Lechat & Cie" , "In spiegelbeeld en verdiept staat rondom bovenaan tussen twee rozetten, VVE LECHAT & CIE" ,
 "Tweesteek van het chapeau-bras-type" , "Hoort vermoedelijk bij de ambtskledij van senator  Victor Carpentier." ,
 "Penning door de Nijverheidsmaatschappij aangeboden aan Willem I, 1829" , "Het hoofd van Willem I staat naar links met langs de rand links, GVILIELMVS I. en rechts, BELGARVM REX rn mry onder de afsnede van de hals, BRAEMT FECIT rn rondom een verhoogde boord.
Op de keerzijde staat in het veld, REX OPT.P.P. / GANDAVENSIUM / INDUSTRIAM / ADPROBAT EXCITAT / PRAESIDIO TUTATUR / URBIS HOSPES / XXX MAII / M D CCC XXIX. en rondom tussen een rand en een verhoogde boord, SOCIETAS INDUSTR. GAND. GRATA EX AER. PRIV. D. *

De tussenstop van Willem I te Gent op 30 en 31 mei 1829 vormde een onderdeel van een lange reis die de koning maakte door de zuidelijke Nederlanden (zie N.118).
Naar aanleiding van dit oponthoud te Gent werden door Braemt twee penningen geslagen. Een eerste penning werd door de Nijverheidsmaatschappij aan de koning opgedragen. Deze medaille bestaat in goud, zilver en brons en op de keerzijde lezen we “De beste koning, de vader des vaderlands, geeft bij zijn bezoek aan de stad Gent op 30 mei 1829, zijn goedkeuring aan de industrie der Gentenaars, moedigt die aan en neemt ze onder zijn hoede en bescherming”.
De Nijverheidsmaatschappij of Société Industrielle was pas in januari 1829 gesticht om de industrie te bevorderen. Tijdens zijn bezoek aan Gent werd Willem I door de vereniging op een banket uitgenodigd.
Daarnaast liet de directeur van de Gentse tekenacademie een penninkje maken ter herinnering aan het bezoek van de koning op zondag 31 mei aan zijn verzameling oudheden (N.118)." ,
 "Keerzijdematrijs erepenning aan Virginie Loveling, 1912" , "In spiegelbeeld en verdiept staat rondom bovenaan, DE STAD GENT en in het veld, AAN DE / VLAAMSCHE SCHRIJFSTER / Mej. Virginie Loveling / TER GELEGENHEID DER HULDE / HAAR GEBRACHT DOOR HET / VLAAMSCHE VOLK. / OP 28 APRIL 1912

Virginie Loveling werd geboren te Nevele in 1836 en publiceerde samen met haar oudere zuster Rosalie gedichten en novellen. Na het overlijden van haar zuster in 1875 schreef Virginie in 1877 haar eerste roman onder het pseudoniem Walter. Ze zou haar zuster nog bijna vijftig jaar overleven en een belangrijk en uitgebreid literair œuvre tot stand brengen.
Op 28 april 1912 werd Virginie Loveling door het Gentse stadsbestuur gehuldigd. Een stoet vertrok op het Sint-Pietersplein en begaf zich naar het stadhuis waar burgemeester Braun haar een vergulde penning overhandigde. Daarna volgde een hulde in de Nederlandse schouwburg. Zij werd er benoemd tot Officier in de Leopoldsorde en ontving het Ridderkruis van Oranje Nassau.
De voorzijde van de penning is de gewone voorstelling van de Gentse Maagd." ,
 "Epaulette" , "Twee groene en een goudkleurige koord worden voor het langwerpig deel door elkaar getorst en aan het uiteinde tot een drielob geschikt.
Deze epaulette in groene wol behoorde tot de livrei van de lakeien van de V.Z.W. Société Littéraire (Club) te Gent." ,
 "Epaulette" , "Twee groene en een goudkleurige koord worden voor het langwerpig deel door elkaar getorst en aan het uiteinde tot een drielob geschikt.
Deze epaulette in groene wol behoorde tot de livrei van de lakeien van de V.Z.W. Société Littéraire (Club) te Gent." ,
 "Kniebroek" , "Deel van uniform van Gentse stadsbode" ,
 "Deur" , "Het gebogen bovenstuk ontbreekt" ,
 "Jas" , "Jas in blauw laken met licht blauwe bies afgeboord en met opstaande kraag. In de jas is een label aangebracht van de kleermaker A. Van Lerberghe, Rue de la Regence, Bruxelles." ,
 "Gedenkpenning aan het internationaal muziekfeest te Gent, 1890" , "Op de voorzijde de Gentse maagd (type Lemaire); ze zit lichtjes schuin met rechts van haar de leeuw met zijn voorpoten op haar rechterbeen; in haar rechterhand een vlag met het opschrift S.P.Q.G. ; haar linkerarm rust op een groot schild met een leeuw; ze heeft lange haren en draagt een kroon; haar gewaad met korte gepofte mouwen hangt tot over haar voeten; naast het schild op de grond staan een wereldbol, boeken en een lauwerkrans; op de achtergrond staat een afsluiting en in de verte ziet men de Gentse torens en schouwen ; rechts op de afsnede, LEMAIRE ; rondom een verhoogde boord.
De keerzijde vermeld de tekst, in het veld, bloemetje INGERICHT bloemetje / DOOR HET / GEMEENTE BESTUUR EN / WAARVAN DE UITVOERING IS / TOEVERTROUWD AAN DE / MAATSCHAPPIJEN / NIJVERHEID EN WETENSCHAP / VAN CROMBRUGGHE’S GENOOTSCHAP / EN DE KONINKLIJKE / MAATSCHAPPIJ / GRÉTRY (de eerste en de laatste zijn volgen de boord) ; rondom een parelcirkel met erbuiten langs de boord bovenaan, STAD GENT GROOT INTERNATIONAAL MUZIEKFEEST , onderaan, bloemetje 13 . 14 JULI 1890 bloemetje ; rondom een verhoogde boord

Tijdens de Gentse feesten van 1890 werd door het stadsbestuur een groot internationaal muziekfeest ingericht en dit op 13 en 14 juli. Niet minder dan 140 fanfares, harmonies en koren kwamen erop af. De organisatie werd toevertrouwd aan drie Gentse muziekverenigingen welke hun sporen reeds hadden verdiend bij de uitvoering van festivals en feesten.
De Maatschappij ter bevordering van Nijverheid en Wetenschappen ontstond in 1864 en had afdelingen architectuur, machinebouw, decoratie, literatuur, theater, zang en muziek. Een harmonie werd gesticht in 1888.
Van Crombrugghe’s genootschap werd als zangmaatschappij opgericht in 1857 in het lokaal “De Prins”  op de hoek Ramen-Luxemburgstraat maar veranderden regelmatig van lokaal. Op het ogenblik van dit muziekfestival in 1890 bestond het koor uit ongeveer 30 à 35 zangers.
De fanfare Grétry werd opgericht in 1860 in het “Estaminet S. Arnaud” aan de Kortrijksestraat maar al vlug verhuisden ze naar “De Wapens van Zeeland” aan de Korenmarkt. Hun toneel- en zangafdeling bestond reeds vanaf 1836.
Alle deelnemende groepen en medewerkers ontvingen deze gedenkpenning, ze komt daarom nogal veel voor in diverse verzamelingen en bestaat tevens in verschillende metalen." ,
 "Ontwerptekening voor koffiekan, meesterproef van Petrus Josephus Dupret" , "Ontwerptekening voor een getorste rococo-koffiekan. Uit het opschrift onderaan de tekening blijkt dat Petrus Josephus Dupret (1733 - ?) op 19 november 1767 de opdracht kreeg deze koffiekan als meesterproef te vervaardigen." ,
 "Babymutsje" , "De mutsjes in roomkleurig katoen omvatten het hoofd. Kantachtige patronen zijn gehaakt in concentrische banen. Aan de onderrand een geschulpte strook met twee doorgestopte stroplintjes (bij nr. 10.245 met kwastjes waarvan één vervangen werd door een veter) en aan de voorkant een drievoudig geschulpte strook met een doorgestopt stroplintje (nr. 10.248 heeft twee kinlintjes) die respectievelijk in de nek en onder de kin worden geknoopt." ,
 "vest" , "Het vest in een roomkleurige tafelzijde heeft een ronde halslijn,  twee zakken met kleppen met drie punten en voorpanden die middelmatig lang zijn en een iets weggesneden schootdeel. Op de zijranden van de voorpanden bevinden zich elf knopen met roomkleurig zijdedraad belegd en knoopsgaten.
De voorpanden zijn versierd met borduurwerk langs de hals, de zij- en onderranden, rond de zak en op de klep in een patroon van golflijnen van bladeren die segmenten met traliewerk omlijsten, onderbroken door bloemtakken en ruiten met traliewerk." ,
 "Erepenning van de Stad Gent aan de vrienden van het Museum voor Schone Kunsten van Gent, 1912" , "Op de voorzijde de Gentse maagd (type Lemaire); ze zit lichtjes schuin met rechts van haar de leeuw met zijn voorpoten op haar rechterbeen; in haar rechterhand een vlag met het opschrift S.P.Q.G. ; haar linkerarm rust op een groot schild met een leeuw; ze heeft lange haren en draagt een kroon; haar gewaad met korte gepofte mouwen hangt tot over haar voeten; naast het schild op de grond staan een wereldbol, boeken en een lauwerkrans; op de achtergrond staat een afsluiting en in de verte ziet men de Gentse torens en schouwen ; rechts op de afsnede, LEMAIRE ; rondom een verhoogde boord.
Op de keerzijde de tekst ,rondom bovenaan, bloem GENT AAN DE VRIENDEN bloem ; rondom onderaan, GAND AUX AMIS DU MUSÉE ; in het veld, VAN HET / bloemetje MUSEUM bloemetje / >>>°<<< / 26 DEC. 1909 / >>>°<<<

Op 26 december 1909 had de jaarlijkse algemene vergadering plaats van de “Vrienden van het Museum”. Schepen Siffer bedankte namens het stadsbestuur de Vrienden voor hun bijdrage tot de stedelijke verzameling. Binnen een tijdsbestek van twaalf jaar kochten ze immers een 70-tal kunstwerken aan. Ook Ferdinand Scribe werd in de hulde betrokken voor zijn giften, door tussenkomst van de vereniging, aan het museum geschonken.
Het stadsbestuur dankte de leden der vereniging door de overhandiging van een stadspenning" ,
 "damesbeursje" , "Een beursje met boogvormige beugel  in verguld koper en een ring aan een gordelhaak bevestigd. Op de beugel staat een ingegroefde versiering met o.a. ovalen met traliewerk en op de haak een ingestempelde vierlob boven een vierkant-motief.
Onderaan een versmallend zakdeel met op de voorzijde het borduurwerk: een voorstelling van deels gestileerde, deels realistische blad- en bloemmotieven in een overwegend symmetrische compositie. Een fluweel beklede keerzijde over een lederen voering en lederen tussenschot." ,
 "overkleed, kazuifel voor theater" , "Kort kazuifelvormig overkleed in roomkleurig en rood laken met een ronde hals. Midden voor - en achter een geappliqueerd rood kruis. Langs de hals afgeboord met een smal lint, langs de randen met een breed lint, beiden in het fluweel. Op de voering van het ene pand staat een opschrift ""18"" en een tekening van blazoen; in zilver een zwarthoekige dwarsbalk. Het overkleed werd vermoedelijk voor thateropvoering en/of historische optochten gebruikt." ,
 "Jas" , "Jas met een hoge staande kraag, De voorpanden zijn vanaf de maagstreek fel weggesneden en achterwaarts gericht, vanaf de heupen naar beneden toe vormt de middenrugnaad een split en vormen de zijnaden een split en een plooi. Twee zakken met klep met drie punten. Lange, bij de aanzet licht aangefronselde mouwen met omslag. De jas is op de schouders en over het rompdeel van de voorpanden gewatteerd. Langs de rand van het rechtervoorpand zijn acht knopen en op de andere zijde drie geborduurde niet opengemaakte knoopsgaten. Onder de zakopeningen en op de mouwen telkens drie knopen. Boven de aanzet van de zijnaadplooien telkens één knoop (de knoop onderaan tussen de plooien is verdwenen).
De jas in liseré-poolweefsel met uitsparingen is versierd met borduurwerk in een patroon van blaadjesfries en een brede blader- en bloemenrank (o.a. rozen en narcissen) terwijl de knoopjes versierd zijn met een bloemmotiefje, in het weefselpatroon onderscheiden we gezaaide stippen en sterretjes." ,
 "Gent, Koorpartij Sint-Niklaaskerk en klokkenstoel in opbouw" , "Naar aanleiding van de tentoonstelling 'Edmond Sacré (1851-1921) portret van een stad' in het STAM in 2011- 2012 maakte de fotograaf Marc de Bliek een aantal foto's van monumenten in het hartje van Gent." ,
 "Vest" , "Vest in ivoorkleurige tafzijde met horizontale basis, staande kraag, tamelijk grote revers, twee zakken met belegstrook, een sluiting midden voor met elf knopen en knoopsgaten en in de rug wordt de vest aangesloten tweemaal met twee linten.
De voorpanden zijn op de kraag, de revers, de zakbelegstroken, langs de zij- en onderrand versierd met borduurwerk in een patroon van ruitjessnoer waaraan bloemtakjes ontspringen; onder de zak een compositie met oorlogs- en vredessymbolen; een speer met wimpel, pijlenbundel twee gekroonde duiven en centraal een schild afhangend van twee verbonden lauwertakken (?) waaraan snoeren gedrapeerd zijn; bloempjes en takjes vervolledigen de voorstelling. Over het oppervlak liggen gezaaide bloemtakjes en op de knopen een sterretje. Onder de bloemmotieven herkent men o.a. rozen, viooltjes, tulpe, e, sleutelbloemen." ,
 "Kniebroek" , "Deel van uniform van Gentse stadsbode" ,
 "Beker in Terra Nigra" , "Beker in Terra Nigra uit grauwgrijze klei met blauwzwarte deklaag op de buitenwand, behalve op het onderste gedeelte. Op de bovenste helft zijn twee parallelle banden rolstempelversiering zichtbaar. Type Holwerda 18." ,
 "Pijpenkop" , "Pijpenkop met opklapbaar zilveren deksel. De rand waarin de verdwenen pijpensteel zat is gemonteerd in zilver. Er is een bijhorend etui, waar binnenin een opschrift is gedrukt: 'Carl Hiess/Graben, n° 8/Wien'" ,
 "vest (avondkledij)" , "Kort vest in zwarte zijderips met licht gepunte basis, diepe V-vormige halsuitsnijding met sjaalkraag achteraan opstaand. Twee zakken met belegstrook en een binnenzak op het linkerpand. Een sluiting midden voor met zes halve bolvormige knopen belegd met zwart zijdedraad en knoopsgaten. Langs de kraag, de randen en de zakbelegstrook afgebiesd met zwart zijdekoord." ,
 "hoed" , "De hoeden in gevlochten riet hebben een middelhoge bol en een zeer brede rand. Zij werden gedragen door de pijlenrapers van het St. Jorisgilde te Gent.
Bruikleen van het St. Jorisgilde door E. Lippens sedert 12.2.1886" ,
 "kandelaar" , "Kandelaars samengesteld uit een ronde voet met palmettenkrans en spijlvormige stam, taps verlopend, geciseleerd met ruitendecor en onderaan afgesloten met een geciseleerde ring, en leeuwenklauwen op een bol. Bovenaan is de stam  versierd met ramskoppen en afgedekt met een geciseleerde afgeplatte halve sfeer. Korte dunne hals waarop de cilindervormige kaarsenhuls met uitstaande lekschijf en opstaande boord, eveneens versierd  met een geciseleerd ruitendecor." ,
 "Onderjurk bij doopkleed" , "Wit katoenen doopkleed met wit borduurwerk van spitsovalen, krullen, bloemmotieven en bloemschalen, en bijhorende onderjurk. De sluiting bevindt zich aan de rugzijde en er zijn vier knoopjes en twee stroplintjes voorzien aan de hals en taillelijn. De lange mouwen hebben op de bovenarm overmouwtjes met twee poffen.
Het lijfje heeft een driehoekig inzetstuk, gevormd door twee licht toelopende strookjes met kantrand, versierd met platte plooitjes, geborduurde tussenzetsels en gefronste kantstrookjes. De rok heeft een groot driehoekig inzetstuk, gevormd door twee brede, uit elkaar gaande, geborduurde stroken met geschulpte rand.
Mogelijk behoorde dit doopkleed toe aan mevrouw Charles Voortman, geboren Anaïs Hye de Crom. Een schenking van Mevr. Henri Velghe uit Brussel, 1965" ,
