 "title" , "beschrijving" ,
 "Gland of kwast met 2 vormen, keel en rok" , "Kwast bestaande uit lus, galon, peer: gesatineerd met tros, chardon tondu, pain de sucre gesatineerd met tros. Keel: diabolo met chardon tondu en crête (noeud simple). Rok: torse moulinée met mèches. Kleur: rood en blauw." ,
 "Gland of kwast met 4 vormen, keel en rok" , "Kwast bestaande uit kabel, peer gesatineerd met roulé-barré, plat: gesatineerd, rol: gesatineerd met tros. Keel: vorm gesatineerd met roulé-barré. Rok: torse moulinée waarvan sommige eindigen op mèches met jasminen met mèches en chardons. Kleur: roze en bruin." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel met schuifring, twee kwasten: chardon tondu, flèche gerold met tros. Keel: chardon tondu. Rok: torse moulinée met draden. Kleur: roze en rood." ,
 "Gland of kwast zonder vorm met rok" , "Kwast bestaande uit lus met drie knopen, kwast: vlechtwerk. Rok: torse moulinée. Kleur: verschillende tinten van roze." ,
 "Gland of kwast met vorm, keel en rok" , "Kwast bestaande uit vorm: peer gerold met tros. Keel: queue de rat. Rok: torse moulinée." ,
 "Gland of kwast met vorm, keel en rok" , "Kwast bestaande uit lus, koepel gerold met roulé-barré. Keel: chardon tondu. Rok: gesneden en gevlamd. Kleur: rood, geel, groen en donkerroze." ,
 "Gland of kwast met vorm, keel en rok" , "Kwast bestaande uit lus, chardon bouclée, vorm pain de sucre gesatineerd met roulé-barré. Keel: chardon bouclée. Rok: gesneden. Kleur: rood, blauw en groen." ,
 "Gland of kwast met vorm, keel en rok" , "Kwast bestaande uit lus, koepel gesatineerd met tros. Keel: chardon tondu. Rok: gesneden met rondom mèches." ,
 "Gland of kwast zonder vorm" , "Kwast, zogenaamde gland mèche met lus. Kleur: geel." ,
 "Gland of kwast met vorm, keel en rok" , "Kwast bestaand uit lus, peer gerold. Keel: chardon bouclé. Rok: mechée. Kleur: rood." ,
 "Embrasse om gordijn open te houden met 1 kwast" , "Embrasse bestaande uit kabel met schuifring, kwast: omgekeerde koepel gesatineerd met roulé-barré, diabolo gesatineerd, bol gesatineerd met roulé-barré. Keel: chardon bouclé. Rok: torse moulinée met draden. Kleur: paars." ,
 "Twee glands of kwasten met vorm, keel en rok" , "Twee identieke kwasten, onderling verbonden, bestaande uit peer gerold met roulé-barré. Keel: chardon tondu. Rok: torse moulinée. Kleur: geel, bruin, rood en wit." ,
 "Gland of kwast met vorm, keel en rok" , "Kwast bestaande uit peer gerold-barré. Keel: chardon bouclé. Rok: torse moulinée." ,
 "Embrasse om gordijn open te houden met 1 kwast" , "Embrasse bestaande uit figuratief galon, kwast: chardon bouclé, plat gesatineerd met tros. Keel: chardon bouclé. Rok: gesneden met jasminen mèches. Kleur: lichtbruin en beige." ,
 "Gland of kwast met 8 vormen, keel en rok" , "Kwast bestaande uit korte kabel, bol gesatineerd met tros, geschroefde schijf gesatineerd, diabolo gesatineerd, schijf gesatineerd, geschroefde bol gesatineerd met guipure, schijf gesatineerd, diabolo gesatineerd, geschroefde rol gesatineerd met guipure. Rok: bovenaan met remplissage, moulinée waarrond traliewerk eindigend op kleine kwastjes met migrets. Kleur: lichtbruin en beige." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel met schuifring, twee kwasten: bol gesatineerd met tros, chardon bouclé, peer limacé met rozetten, diabolo gesatineerd, plateau gesatineerd met tros. Keel: chardon bouclé. Rok: gesneden met jasminen. Kleur: lichtbruin en groen." ,
 "Gland of kwast met 10 vormen, keel en rok" , "Kwast bestaande uit kabel in lusvorm, omgekeerde koepel gesatineerd met tros, geschroefde rol gesatineerd, diabolo gesatineerd, rol gesatineerd, plateau gesatineerd met motieven, rol gesatineerd met roulé-barré in rozetten, omgekeerde koepel gesatineerd met tros, geschroefde rol gesatineerd, diabolo gesatineerd, rol gesatineerd. Keel: vorm gesatineerd met tros. Rok: torse moulinée met bovenaan rondom bladmotieven in remplissage. Kleur: roze en beige." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel met schuifring, twee kwasten: chardon bouclé, flèche gerold met tros. Keel: chardon bouclé. Rok: torse moulinée met draden. Kleur: blauw en wit." ,
 "Gland of kwast met 5 vormen, keel en rok" , "Kwast bestaande uit lus, kabel bestaande uit 1) gesatineerde kabel en 2) torsade, trommel gesatineerd en gerold met guipure, diabolo gesatineerd, schijf gesatineerd en gerold, trommel gesatineerd en gerold waarrond versieringen met guipure, diabolo gesatineerd. Keel: gerold met kabeltjes en versierd met rozetten. Rok: torse moulinée versierd met torsades. Kleur: lichtbruin en beige." ,
 "Embrasse om gordijn open te houden met 1 kwast" , "Embrasse bestaande uit kabel met turkse knoop, kwast: chardon bouclé, radijs gesatineerd met tros, bovenaan met griffe. Keel: chardon bouclé. Rok: gesneden. Kleur: beige." ,
 "Jasmin als ornament voor het vervaardigen van passement" , "Samengesteld uit 3 kwastjes met aan de bovenzijde een turkse knoop en een rok in torse moulinée. Kleur: bruin en goud." ,
 "Gland of kwast met vorm en rok" , "Kwast bestaande uit lus, vorm met vlakken gesatineerd met roulé-barré. Rok: torse moulinée. Kleur: goudgeel." ,
 "Gland of kwast met vorm en rok" , "Kwast bestaande uit lus, koepel gesatineerd met roulé-barré. Rok: torse moulinée. Kleur: goudgeel." ,
 "Macaron of rozet met 2 kwasten als onderdeel voor het vervaardigen van passement" , "Twee kwasten onderling verbonden door kabel in drielob met rozet. Peer gesatineerd met tros. Keel: chardon bouclé. Rok: gesneden. Kleur: lichtbruin." ,
 "Ontwerptekening voor galons om passement te vervaardigen" , "Tekening in aquarel op karton met daarop 4 ontwerpen van galons." ,
 "Kleurenkaart voor textiel dat gebruikt wordt om passement te vervaardigen" , "Staalkaart getiteld  ""Kleurstalen embrassen en tiretten"" met 15 stalen van effilés in verschillende kleuren." ,
 "Staalkaart met voorbeelden van galons om passement te vervaardigen" , "Kaart met 7 galons ruché met gelijkaardige motieven en in verschillende kleuren." ,
 "Kleurenkaart voor textiel dat gebruikt wordt om passement te vervaardigen" , "Tweezijdige staalkaart getiteld ""Rubans"" met stalen van linten in verschillende kleuren. Vermoedelijk onderdeel van een voormalige catalogus." ,
 "Gland of kwast met 4 vormen, keel en rok" , "Kwast bestaande uit lus, bol gesatineerd met roulé-barré, diabolo gesatineerd, rol gesatineerd, diabolo gesatineerd. Keel: diabolo gesatineerd. Rok: gesneden met jasminen mèches. Kleur: rood, groen, lichtbruin, geel en zwart." ,
 "Embrasse om gordijn open te houden met 1 kwast" , "Embrasse bestaande uit kabel met schuifring, kwast: bol gesatineerd. Keel: chardon bouclé. Rok: drievoudige bouclée. Kleur: beige." ,
 "Staalboek met textielstalen om passement te vervaardigen" , "Boek met als titel ""Passementeries d'ameublement"" uitgegeven door Ets. R. De losse platen bevatten stalen van allerlei soorten passementerie, zoals macarons, franges, galons, lézardes, passepoils, marabouts, fournitures, enz." ,
 "Staalboek met voorbeelden van galons om passement te vervaardigen" , "Staalboek met galons in verschillende motieven en verschillende kleuren, voornamelijk galons in goud- en zilverkleur." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit gevlochten galon met schuifring, twee kwasten: peer gesatineerd met tros, chardon bouclé, bol geatineerd met tros, chardon bouclé, rol geatineerd met guipure. Keel: chardon bouclé. Rok: torse moulinée met draden. Kleur: beige en varia aan pasteltinten." ,
 "Jasmine als ornament voor het vervaardigen van passement" , "Jasmine met 5 migrets en mèches bouclée. Kleur: wit, lichtgeel en lichtblauw." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel, twee kwasten gland mèche. Kleur: oranje." ,
 "Overtrokken houten vorm als onderdeel voor het vervaardigen van passement" , "Gesatineerde houten vorm van het type dôme (koepel) met tros. Kleur: wit en rood." ,
 "Overtrokken houten vorm als onderdeel voor het vervaardigen van passement" , "Gesatineerde houten vorm van het type radis (radijs) met tros. Kleur: gebroken wit en groen." ,
 "Embrasse om gordijn open te houden met 1 kwast" , "Embrasse bestaande uit kabel met sierknoop, kwast: chardon bouclé, bol gesatineerd. Keel: chardon bouclé. Rok: gesneden. Kleur: beige." ,
 "Overtrokken houten vorm als onderdeel voor het vervaardigen van passement" , "Gesatineerde houten vorm van het type radis (lange radijs) met tros. Kleur: gebroken wit." ,
 "Overtrokken houten vorm als onderdeel voor het vervaardigen van passement" , "Gesatineerde houten vorm van het type poire (peer) met tros. Kleur: gebroken wit." ,
 "Overtrokken houten vorm als onderdeel voor het vervaardigen van passement" , "Gesatineerde houten vorm van het type olive (olijf) met tros. Kleur: gebroken wit." ,
 "Embrasse om gordijn open te houden met 1 kwast" , "Embrasse bestaande uit galon met schuifring, kwast: chardon tondu, radijs gesatineerd met roulé-barré. Keel: chardon tondu. Rok: bouclée. Kleur: groen, roze en lichtbruin." ,
 "Overtrokken houten vorm als onderdeel voor het vervaardigen van passement" , "Gesatineerde houten vorm van het type radis (radijs) met tros. Kleur: gebroken wit." ,
 "Overtrokken houten vorm als onderdeel voor het vervaardigen van passement" , "Gesatineerde houten vorm van het type olive (olijf) met tros. Kleur: gebroken wit." ,
 "Galon of boord als onderdeel voor het vervaardigen van passement" , "Kop: galon reps in het midden versierd met ingewerkte kabel en onderaan festons. Kleur: groen, rood en geel." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit galon met schuifring, twee kwasten: vorm gesatineerd met tros, rol gesatineerd, bol gesatineerd met roulé-barré. Keel: rol gesatineerd met tros. Rok: torse moulinée met draden. Kleur: groen en roze." ,
 "Effilé als onderdeel voor het vervaardigen van passement" , "Kop: galon met vlechtwerk. Rok: bouclée. Kleur: groen, wit en bruin." ,
 "Staalkaart met voorbeelden van franges mèches om passement te vervaardigen" , "Openvouwbare staalkaart met 15 witte franges mèches in verschillende motieven." ,
 "Staalkaart met voorbeelden van galons en effilés om passement te vervaardigen" , "Openvouwbare staalkaart met 7 effilés en 5 galons met hetzelfde motief en in verschillende kleuren." ,
 "Staalkaart met voorbeelden van effilés om passement te vervaardigen" , "Openvouwbare staalkaart met 16 effilés met hetzelfde motief en in verschillende kleuren." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit galon met schuifring, twee kwasten: chardon tondu, radijs gesatineerd met roulé-barré. Keel: chardon tondu. Rok: torse moulinée. Kleur: oker en rood." ,
 "Staalkaart met voorbeelden van galons om passement te vervaardigen" , "Openvouwbare staalkaart met 27 galons met grain de blé met hetzelfde motief en in verschillende kleuren." ,
 "Staalkaart met voorbeelden van  franges mèches om passement te vervaardigen" , "Openvouwbare staalkaart met 12 franges mèches met hetzelfde motief en in verschillende kleuren." ,
 "Staalkaart met voorbeelden van effilés om passement te vervaardigen" , "Openvouwbare staalkaart met 11 effilés met hetzelfde motief en in verschillende kleuren." ,
 "Staalkaart met voorbeelden van effilés om passement te vervaardigen" , "Openvouwbare staalkaart met 10 effilés met hetzelfde motief en in verschillende kleuren." ,
 "Staalkaart met voorbeelden van galons om passement te vervaardigen" , "Openvouwbare staalkaart met 9 galons met hetzelfde motieven en in verschillende kleuren." ,
 "Staalkaart met voorbeelden van franges mèches om passement te vervaardigen" , "Openvouwbare staalkaart in zes delen met 36 franges mèches in gelijkaardige motieven en in verschillende kleuren." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit galon met schuifring, twee kwasten: chardon tondu, pain de sucre gesatineerd met tros. Keel: chardon tondu. Rok: torse moulinée. Kleur: lichtbruin en lichtblauw." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel met schuifring, twee kwasten: turkse knoop, koepel gesatineerd met tros. Keel: chardon bouclé. Rok: torse moulinée. Kleur: roze en blauw." ,
 "Staalkaart met voorbeelden van franges om passement te vervaardigen" , "Openvouwbare staalkaart met 3 franges in hetzelfde motief en in verschillende kleuren." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel met schuifring, twee kwasten: chardon bouclé, vorm gesatineerd met roulé-barré. Keel: chardon bouclé. rok: torse moulinée. Kleur: beige." ,
 "Staalkaart met voorbeeld van frange om passement te vervaardigen" , "Kop: gestrengelde torsadée. Rok: torse moulinée in kleurschema. Kleur: blauw en oker." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit galon met schuifring, twee kwasten: chardon tondu, flèche gerold met tros. Keel: chardon tondu. Rok: bouclée. Kleur: wit en roze." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel met schuifring, twee kwasten: omgekeerde koepel gesatineerd met roulé-barré, peer gerold met tros. Keel: chardon bouclé. Rok: torse moulinée met draden. Kleur: lichtroze en blauw." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel met schuifring, twee kwasten: turkse knoop, chardon bouclé, pain de sucre gesatineerd met roulé-barré. Keel: chardon bouclé. Rok: torse moulinée met mèches. Kleur: groen, rood en wit." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel met schuifring, twee kwasten: chardon bouclé, koepel gesatineerd met roulé-barré. Keel: chardon bouclé. rok: torse moulinée. Kleur: blauw en rood." ,
 "Galon of boord als onderdeel voor het vervaardigen van passement" , "Galon met figuratief motief (strikjes) en bovenaan picots. Kleur: bordeau en geel." ,
 "Frange als onderdeel voor het vervaardigen van passement" , "Kop: galon met aan de bovenzijde picots. Rok: 4 rijen cousu droit eindigend op een bouclée met aangenaaide mèches. Kleur: verschillende tinten van oranje." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel met schuifring, twee kwasten: turkse knoop, chardon bouclé, flèche gerold met tros. Keel: chardon bouclé,. Rok: torse moulinée met draden. Kleur: lichtbruin." ,
 "Bouffette als onderdeel voor het vervaardigen van passement" , "Bouffette chardon bouclé. Kleur: roze." ,
 "Frange als onderdeel voor het vervaardigen van passement" , "Frange mèches. Kop: galon reps. Rok: bouclée met aangenaaide mèches in kleurschema. Kleur: wit, geel, blauw, roze en paars." ,
 "Frange als onderdeel voor het vervaardigen van passement" , "Kop: torsadeé. Rok: torse moulinée. Kleur: lichtroze, lichtpaars en verschillende tinten van lichtbruin." ,
 "Frange als onderdeel voor het vervaardigen van passement" , "Kop: torsadée. Rok: torse moulinée, geknoopt en met losse franje. Kleur: verschillende tinten van bruin." ,
 "Effilé als onderdeel voor het vervaardigen van passement" , "Kop: galon reps. Rok: unie. Kleur: verschillende tinten van bruin." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel met schuifring, twee kwasten: chardon tondu, peer limacé. Keel: chardon tondu. Rok: gesneden, rondom met mèches in zaagtand. Kleur: goudbruin." ,
 "Crête als ornament voor het vervaardigen van passement" , "Crête sur galon met noeud simple en aan de andere zijde met biais. Kleur: groen en bruin." ,
 "Effilé als onderdeel voor het vervaardigen van passement" , "Kop: galon met figuratief motief, ingewerkte kabels à la guirlande en bovenaan met picots. Rok: à balai. Kleur: lichtgeel en lichtblauw." ,
 "Crête als ornament voor het vervaardigen van passement" , "Crête sur galon, opgebouwd met crête en 2 rijen grain de blé en biais natté. Kleur: roze en wit." ,
 "Vlakke embrasse met frange om gordijn open te houden" , "Embrasse plate frange. Kop: figuratief galon met 2x2 rijen grain de blé bovenaan met picots. Rok: unie. Aan beide zijden afgewerkt met een lus: câblé simple. Kleur: beige en roze." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit galon met schuifring, twee kwasten: turkse knoop, bol gerold met bovenaan tros en onderaan passé en croix. Keel: chardon bouclé (dubbel). Rok: torse moulinée met draden. Kleur: beige en lichtgroen." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit galon met schuifring, twee kwasten: chardon tondu, radijs gesatineerd met roulé-barré. Keel: chardon tondu. Rok: bouclée. Kleur: bruin en beige." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit galon met schuifring, twee kwasten: chardon tondu, flèche gerold met tros. Keel: chardon tondu. Rok: torse moulinée met mèches. Kleur: wit en lichtblauw." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel met schuifring, twee kwasten: turkse knopen waartussen drie steeds groter wordende trommels, gesatineerd met roulé-barré. Rok: gesneden met draden. Kleur: goudbruin, lichtroze en lichtgroen." ,
 "Embrasse om gordijn open te houden met 1 kwast" , "Embrasse bestaande uit galon, in het midden rijk versierde schuifring met tweede galon, eindigend op tweede rijk versierde schuifring, waaruit rok met mèches. Kleur: rood en wit." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit galon met schuifring, twee kwasten: chardon tondu, flèche gerold met tros. Keel: chardon tondu. Rok: gesneden. Kleur: goudbruin." ,
 "Crête als ornament voor het vervaardigen van passement" , "Crête dans le pas. Kleur: verschillende tinten van groen." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel met schuifring, twee kwasten: klok gesatineerd met tros, bol gesatineerd met roulé-barré. Keel: chardon bouclé. Rok: torse moulinée. Kleur: roze en groen." ,
 "Frange als onderdeel voor het vervaardigen van passement" , "Kop: torsadée. Rok: torse moulinée in kleurschema. Kleur: roze en wit ." ,
 "Effilé als onderdeel voor het vervaardigen van passement" , "Kop: galon met figuratief motief met 2 rijen grain de blé en stroken imitatie niet doorgesneden fluweel. Rok: gevlamd. Kleur: blauw, bruin en beige." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel met schuifring, twee kwasten: omgekeerde koepel gesatineerd met roulé-barré, diabolo gesatineerd, rol gesatineerd met roulé-barré, diabolo gesatineerd. Keel: chardon bouclé. Rok: torse moulinée rondom met mèches. Kleur: lichtblauw en lichtroze." ,
 "Effilé als onderdeel voor het vervaardigen van passement" , "Kop: galon met 2 fijne ingewerkte kabeltjes en bovenaan picots. Rok: gevlamd. Kleur: verschillende tinten van beige." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit gevlochten galon met schuifring, twee kwasten: peer gerold met tros. Keel: chardon bouclé met rozetten. Rok: torse moulinée met jasminen. Kleur: mauve, lichtbruin en zwart." ,
 "Effilé als onderdeel voor het vervaardigen van passement" , "Kop: galon met rechthoekige motieven in draadwerk. Rok: unie, versierd met jasminen bestaande uit parels en overtrokken vorm (peer). Kleur: bordeau , bruin en groen." ,
 "Effilé als onderdeel voor het vervaardigen van passement" , "Kop: galon versierd met crête in spiegelbeeld en in het midden grain de blé. Rok: unie. Kleur: roze en rood." ,
 "Effilé als onderdeel voor het vervaardigen van passement" , "Kop: galon armure giroline avec écaille en floche gevolgd door een galon. Rok: bouclée in zaagtand. Kleur: rood, bruin en goud." ,
 "Frange als onderdeel voor het vervaardigen van passement" , "Kop: galon. Rok: 1x postillons, boord met vlechtwerk, 1x postillons, eindigend op mèches. Kleur: geel." ,
 "Frange als onderdeel voor het vervaardigen van passement" , "Frange met cartouchage. Kop: galon met 2 ingewerkte kabels en bouclé versiering. Rok: geknoopte kabel vastgenaaid aan achterzijde galon. Versierd met bloemen, bloemblaadjes in cartonnage en kelk in bouclé, gevat in een ring en eindigend op aangenaaide mèches. Kleur: verschillende tinten van bruin en groen." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel met schuifring, twee kwasten: klok gesatineerd met tros, chardon bouclé, pain de sucre gesatineerd met roulé-barré. Keel: chardon bouclé. Rok: torse moulinée. Kleur: groen en goudbruin." ,
 "Frange als onderdeel voor het vervaardigen van passement" , "Kop: galon in vorm van opeenvolgende ovalen met randen die versierd zijn met grain de blé en festons. Middengedeelte versierd met gimpen en manchons. Rok: moulinée bouclée met aangenaaide mèches bouclée. Kleur: paars, bruin, groen en goud." ,
 "Galon of boord als onderdeel voor het vervaardigen van passement" , "Galon met figuratief motief met aan de bovenzijde picots en aan de onderzijde festons. Kleur: groen en beige." ,
 "Frange als onderdeel voor het vervaardigen van passement" , "Frange chardons. Kop: galon met gimpversiering. Rok: met chardons. Kleur: bruin en goud." ,
 "Effilé als onderdeel voor het vervaardigen van passement" , "Kop: galon met 2 boorden crête (onderaan met noeud simple en aan de bovenzijde in schakelmotief) en bovenaan festons. Rok: unie. Kleur: roze en wit." ,
 "Frange als onderdeel voor het vervaardigen van passement" , "Kop: galon met bovenaan kabelversiering. Rok: torse moulinée, eindigend op mèches. Kleur: beige en veelkleurig." ,
 "Crête als ornament voor het vervaardigen van passement" , "Galon met crête dans le pas en crête met dubbele knoop en biais natté (op basis van gimp). Kleur: varia aan pasteltinten." ,
 "Vlakke embrasse om gordijn open te houden" , "Embrasse galon ruché. Uiteinden met lus in câblé perlé. Kleur: groen met 4 witte boorden." ,
 "Galon of boord als onderdeel voor het vervaardigen van passement" , "Galon ""Grecque"". Kleur: paars en goud." ,
 "Galon of boord als onderdeel voor het vervaardigen van passement" , "Galon met in het midden gimpversiering in schakelmotief. Kleur: roze." ,
 "Staalkaart in textiel met voorbeelden van galons om passement te vervaardigen" , """Bladzijde"" in gele stof met op de voorzijde roze satijn en een rand in goudkleurige metaaldraad. In het totaal 6 verschillende galons (waarvan 1 galon ruché)." ,
 "Frange als onderdeel voor het vervaardigen van passement" , "Kop: met genaaid figuratief galon. Rok: torse guipée. Kleur: rood en goud." ,
 "Effilé als onderdeel voor het vervaardigen van passement" , "Kop: galon met in het midden een strook niet doorgesneden fluweel en bovenaan picots. Rok: bouclée. Kleur: lichtpaars en wit." ,
 "Galon of boord als onderdeel voor het vervaardigen van passement" , "Galon reps, voor verdere opsmuk, gedeeltelijk voorzien van mèches. Kleur: blauw en wit." ,
 "Effilé als onderdeel voor het vervaardigen van passement" , "Kop: galon met 2 rijen grain de blé. In het midden crête anneaux met telkens binnen de grootste ring een ronde kabel met daarin een overtrokken knop. Rok: torse moulinée versierd met jasminen bestaande uit papillons en migret. Kleur: beige, geel, groen en goud." ,
 "Frange als onderdeel voor het vervaardigen van passement" , "Kop: galon met aan de bovenzijde picots. Rok: met mèches, geroepeerd per 3 en daar tussen festons. Kleur: groen, roze en goud." ,
 "Frange als onderdeel voor het vervaardigen van passement" , "Kop: galon. Rok: geknoopt in 4 rijen postillons met aangenaaide mèches. Kleur: beige." ,
 "Frange als onderdeel voor het vervaardigen van passement" , "Kop: galon. Rok: bouclée met aangenaaide mèches. Kleur: blauw, oranje en grijs." ,
 "Frange als onderdeel voor het vervaardigen van passement" , "Kop: galon reps. Rok: uitgewerkt in steeds kleiner wordende franjes per 10 stuks. Kleur: blinkend wit." ,
 "Frange als onderdeel voor het vervaardigen van passement" , "Kop: galon reps. Rok: geknoopt met mèches. Kleur: ecru." ,
 "Effilé als onderdeel voor het vervaardigen van passement" , "Kop: galon armure. Rok: getorste draad onderaan geknoopt en op het uiteinde losse draad. Kleur: meerkleurig." ,
 "Galon of boord als onderdeel voor het vervaardigen van passement" , "Galon ""Greque"". Kleur: wit en 2 tinten van groen." ,
 "Embrasse om gordijn open te houden  met 2 kwasten" , "Embrasse bestaande uit kabel met schuifring, twee kwasten: turkse knoop, gourde gerold met tros. Keel: roulé-barré. Rok: torse moulinée. Kleur: lichtroze." ,
 "Galon of boord als onderdeel voor het vervaardigen van passement" , "Galon armure met aan de zijkanten grain de blé en in het midden een gestreept motief. Kleur: rood en wit." ,
 "Galons of boorden als onderdeel voor het vervaardigen van passement" , "Bundel van 9 stalen van galon ruché in ecru en versierd met 4 boorden. De kleur van de boorden verschillen per staal. Kleuren: pasteltinten." ,
 "Frange als onderdeel voor het vervaardigen van passement" , "Franges mèches. Kop: galon armure. Rok: met méches in kleurschema. Kleur: wit, rood, donkergroen en lichtgroen." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel met schuifring, twee kwasten: omgekeerde koepel gesatineerd, bol gerold met gedeeltelijke tros. Keel: gerold. Rok: torse moulinée met draden. Kleur: rood en groen." ,
 "Effilé als onderdeel voor het vervaardigen van passement" , "Kop: galon armure. Rok: couponée. Kleur: ecru, groen, paars en geel." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel met schuifring, twee kwasten: chardon bouclé, biseau gesatineerd met roulé-barré. Keel: chardon bouclé. Rok: torse moulinée. Kleur: beige." ,
 "Frange met rozen als onderdeel voor het vervaardigen van passement" , "Kop: 2 galons op elkaar genaaid. Onderste galon met crête dans le pas en biais natté. Bovenste galon met ringdecor in gimp met pastles en rand van doorgesneden fluweel. Rok: torse guipée. Over de breedte versierd met festoen en bloem-en bladmotieven (rozen) in replissage. Kleur: verschillende tinten van roze, groen en lichtbruin." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit galon met schuifring, twee kwasten: chardon bouclé, flèche gerold met tros. Keel: chardon bouclé. Rok: torse moulinée met draden. Kleur: donkerroze." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel met schuifring, twee kwasten: omgekeerde koepel, gesatineerd met roulé-barré, diabolo gesatineerd, rol gesatineerd met roulé-barré, diabolo gesatineerd, bol gesatineerd met roulé-barré. Rok: torse moulinée. Kleur: zilver." ,
 "Embrasse om gordijn open te houden met kwast" , "Embrasse bestaande uit galon, in midden rijk versierde schuifring met marabout, met tweede galon eindigend op identieke schuifring met aan de onderzijde rok met mèches. Kleur: rood en wit." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit lange kabel, twee kwasten: chardon bouclé, obus gesatineerd met roulé-barré. Keel: chardon bouclé. Rok: torse moulinée. Kleur: blauw." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel met schuifring, twee kwasten: chardon bouclé, radijs gesatineerd met tros. Keel: chardon bouclé. Rok: torse moulinée met gedeeltelijk mèches. Kleur: lichtblauw, lichtroze en lichtgeel." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel met schuifring, twee kwasten: turkse knoop, chardon bouclé, koepel gesatineerd met roulé-barré. Keel: chardon bouclé. Rok: torse moulinée. Kleur: bruin en oranje." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel met schuifring, twee kwasten: chardon bouclé, bol gerold met tros. Keel: chardon bouclé. Rok: torse moulinée met draden. Kleur: lichtbruin." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel met schuifring, twee kwasten: klok, gesatineerd met tros, bol gesatineerd met roulé-barré. Keel: chardon bouclé. Rok: torse moulinée. Kleur: bruin en lichtblauw." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel met sierknoop, twee kwasten: chardon tondu, pain de sucre gerold met tros. Keel: chardon tondu. Rok: bouclée. Kleur: beige." ,
 "Embrasse om gordijn open te houden met 1 kwast" , "Embrasse bestaande uit galon met schuifring, kwast: turkse knoop, chardon bouclé, gourde gerold met tros. Keel: chardon bouclé. Rok: torse moulinée met mèches. Kleur: lichtblauw, wit en paars." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit kabel met schuifring, twee kwasten: gourde gerold met tros. Keel: gerold met rozetten. Rok: torse moulinée met jasminen van turkse knoop, migrets en griffes. Kleur: lichtgroen en lichtroze." ,
 "Embrasse om gordijn open te houden met 2 kwasten" , "Embrasse bestaande uit galon met schuifring, twee kwasten: chardon tondu, koepel gesatineerd met roulé-barré. Keel: chardon tondu. Rok: bouclée. Kleur: beige en lichtgroen." ,
