 "title" , "beschrijving" ,
 "Stoel met gekroond wapenschild" , "Deze statige stoel dankt zijn uitstraling aan de hoge rugleuning met lederen bekleding die aan de zijkanten werd vastgemaakt met metalen nagels. Op de voorzijde van de rug werd een gekroond wapenschild geperst en vervolgens met bladgoud belegd. Het wapen is gedeeld; rechts een rechter schuinbalk beladen met drie rozen; links drie jachthoorns; en werd in een ruim kader van laurierbladeren geplaatst. De onbewerkte achterpoten lopen zonder onderbreking door in de stijlen van de rugleuning." ,
 "Paneel met centraal portretmedaillon" , "Massief paneel met mannenportret in een centraal medaillon van laurierbladeren. Het medaillon is omgeven door guirlandes. De zijkanten van de rugzijde van het paneel zijn afgeschuind. Twee gelijkaardige panelen in de collectie van het museum met een centraal portretmedaillon en een cartouche zijn vermoedelijk afkomstig van hetzelfde meubel." ,
 "Compositie van keramiektegels" , "Georges Blomme maakte dit werk tijdens zijn opleiding bij Carmen Dionyse aan het Provinciaal Hoger Instituut voor Kunstonderwijs in Hasselt." ,
 "IJsbestek" , "Ijslepels en -dienlepel in een japonistische vormgeving met imitatie van twijgen en roggenhuid. Het roggenhuidpatroon is ook terug te vinden op Wolfers' koffieservies Le Maraudeur (inv. nr. FH-0038_0-4) De lepels zijn achteraan glad en verguld, net als de grepen. De set draagt zowel het meesterteken van Wolfers als het winkeliersmerk van de Antwerpse juwelier-zilversmid Josephus Joannes Goemans (1851–1929). De japoniserende lepelset is een van de weinige voorbeelden van Wolferszilver van vóór 1900 met een Belgisch winkeliersmerk." ,
 "Ornament met bloemen" , "Massief ornament met bloemen en acanthusbladeren. Hoewel het fragment klein is, was het mogelijk een meubelonderdeel, bijvoorbeeld van een stoel." ,
 "Spaanse mansstoel met wapenschild" , "Deze statige stoel dankt zijn uitstraling aan de lederen bekleding die werd vastgemaakt met metalen nagels en de twee leeuwenkopjes die de achterstijlen bekronen. Op de voorzijde van de rugleuning werd een wapenschild geperst en vervolgens met bladgoud belegd. Het wapen, binnen een ovaalvorm omgezoomd met bladwerk, toont drie rozen en drie jachthorens. De lederen zitting is in het midden versierd met een vierkant. Enkele onderdelen waaronder de regels werden vermoedelijk vernieuwd. Een Spaanse stoel dankt zijn naam aan de lederen bekleding die oorspronkelijk uit het Spaanse Cordoba kwam. Omdat de Nederlanden onder Spaans bewind stonden, kwamen de stoelen er vaak voor. Vergelijkbare stoelen zijn te vinden in de collecties van het Rubenshuis en het Museum Plantin-Moretus in Antwerpen." ,
 "Spaanse stoel met versierd leder" , "Deze statige stoel dankt zijn uitstraling aan de geperste lederen bekleding die werd vastgemaakt met metalen nagels. Het decoratief gebruik van de stoffeernagels werd doorgetrokken in de bekroning van de achterstijlen met een metalen bol. De achterpoten lopen zonder onderbreking door in de stijlen van de rugleuning. Op de voorzijde van de rugleuning is centraal een tweekoppige arend geperst tussen bladwerk en grotesken. In het leder zijn oudere nagelgaten te zien, wat doet vermoeden dat de bekleding eerder op een andere constructie bevestigd was. Een Spaanse stoel dankt zijn naam aan de lederen bekleding die oorspronkelijk uit het Spaanse Cordoba kwam. Omdat de Nederlanden onder Spaans bewind stonden, kwamen de stoelen er vaak voor." ,
 "Kruk met vaasvormige poten" , "Deze kruk (ook wel schabel of schemel genoemd) steunt op poten met vaasvormige geledingen die in rechthoekige huizen, de rechthoekige blokjes waar poten en regels samenkomen, vergaard werden. De regels onder de zitting zijn afgewerkt met een tandlijst. Een vergelijkbare kruk is te vinden in de collectie van Museum hof van Busleyden in Mechelen." ,
 "Set vingerkommen" , "Set van 6 kristallen vingerkommen met polychroom decor. De rand heeft een gouden biesje. Wand gedecoreerd met goudkleurig geometrisch motief bestaande uit twee horizontale lijntjes onderbroken door telkens vier vierkantjes. Tussen de vierkantjesmotieven een groter geel vierkant met ""opkomende zon"", waaraan een groene laurierkrans hangt." ,
 "Karaf met 12 likeurglazen" , "Karaf met 12 likeurglaasjes op hoge voet in beschilderd glas. De karaf en één glaasje dragen hetzelfde decor, de andere glaasjes zijn allemaal verschillend gedecoreerd. Het veelkleurige decor is afwisselend gestileerd of floraal. De randen en delen van het decor zijn gehoogd met goud." ,
 "Kleine kast met wapenschild" , "Deze kleine kast steunt vooraan op twee leeuwenpoten. De neervallende kastdeur is versierd met een gehelmd wapenschild. Mogelijk gaat het hier om een kastje voor het bewaren van waardevol servies of andere kostbaarheden." ,
 "Wangentafel met opklapbaar blad " , "Deze tafel steunt op twee wangen met sleevoeten. Bovenaan werd rond de wangen een vaste bak gemaakt die dienst doet als lade. De vier planken van de lade zijn verbonden met zwaluwstaarten. Onder de bak zijn in de binnenkant van de wangen twee gleuven uitgespaard wat kan wijzen op het ontbreken van een schuiflade. De twee planken van het tafelblad werden met scharnieren vastgemaakt, waardoor het blad kan worden opgeklapt. In Duitstalig Europa kwamen dergelijke 'kasttafels' veelvuldig voor. Het opklapbaar blad werd dan als schrijfblad gebruikt, waarbij de schrijfwaren in de lades konden worden opgeborgen." ,
 "Wijnglas" , "Jugendstil wijnglas met polychroom decor. Kelk- en voetrand met gouden biesje. Kelk gedecoreerd met goudkleurig geometrisch motief dat de wand in vier verdeeld. Onder elk motief zes groene lindenblaadjes en twee streepjes. Tussen de motieven twee streepjes met eronder een gele bloem." ,
 "Leerdam Unica RM 78139" , "De reeks 'Leerdam Unica' omvat de unieke creaties van Glasfabriek Leerdam naast de serieproductie. Richard Meitner ontwierp verschillende unica, waaronder deze zwarte vaas." ,
 "Jongeling met druiventros" , "Zittende naakte jongeling die een druiventros omarmt. Het beeldje is het nummer X in de reeks ""De Druivenlezers"" van Kai Nielsen." ,
 "Sorrento" , "Het patroon van deze lap gordijnstof vertoont een compositie met twee opvliegende meeuwen. De kleurstelling bestaat uit lichtgrijs, zwart, zalmroze, geel, grijs-groen, donkerbeige, wit. Patroonnr.: 409/26612-503" ,
 "Sorrento" , "Het patroon van deze lap gordijnstof vertoont een compositie met twee opvliegende meeuwen. De kleurstelling bestaat uit lichtgrijs, zwart, zalmroze, geel, grijs-groen, donkerbeige, wit. Patroonnr.: 409/26612-503" ,
 "Fitzgerald" , "De gordijnstof in linnenbinding heeft een geometrisch patroon met gebogen en golvende banen. De motieven zijn gespiegeld rond een diagonale as. De hier gebruikte kleurenstelling (aubergine, mosgroen en wit) wordt aangeduid als Col II op het oorspronkelijk etiket van het product. De ontwerper liet zich inspireren door de art deco. De vormgeving uit de jaren 1920 was populair in die tijd. Dat verklaart mogelijk ook de keuze van de naam 'Fitzgerald', een verwijzing naar de auteur F. Scott Fitzgerald van de beroemde roman 'The Great Gatsby' uit 1925." ,
 "Fitzgerald" , "De gordijnstof in linnenbinding heeft een geometrisch patroon met gebogen en golvende banen. De motieven zijn gespiegeld rond een diagonale as. De hier gebruikte kleurenstelling (aubergine, mosgroen en wit) wordt aangeduid als Col II op het oorspronkelijk etiket van het product. De ontwerper liet zich inspireren door de art deco. De vormgeving uit de jaren 1920 was populair in die tijd. Dat verklaart mogelijk ook de keuze van de naam 'Fitzgerald', een verwijzing naar de auteur F. Scott Fitzgerald van de beroemde roman 'The Great Gatsby' uit 1925." ,
 "Pimlico" , "Het patroon van dit weefsel in linnenbinding toont witte en felroze bloemmotieven op een oranje achtergrond. De bloemen zijn geschikt boven bogen van parallelle witte lijnen. De stilering van de bloemmotieven is beïnvloed door de Chinese vormgeving van wolken. Zowel de felle kleuren als de gestileerde, niet-Europese motieven zijn typisch voor de tijd van de flowerpower. Pimlico is een wijk in Londen. Verwijzingen naar Swinging London waren hip in die periode. Het bedrijf R. Kaszer kocht het patroon van een zekere mevrouw Huygens, maar later bleek het ontwerp niet van haar te zijn." ,
 "Pimlico" , "Het patroon van dit weefsel in linnenbinding toont witte en felroze bloemmotieven op een oranje achtergrond. De bloemen zijn geschikt boven bogen van parallelle witte lijnen. De stilering van de bloemmotieven is beïnvloed door de Chinese vormgeving van wolken. Zowel de felle kleuren als de gestileerde, niet-Europese motieven zijn typisch voor de tijd van de flowerpower. Pimlico is een wijk in Londen. Verwijzingen naar Swinging London waren hip in die periode. Het bedrijf R. Kaszer kocht het patroon van een zekere mevrouw Huygens, maar later bleek het ontwerp niet van haar te zijn." ,
 "Kleerhaak met bladwerk" , "Wandkapstok met negen hangers versierd met bladwerk. Hoewel de kapstok gedateerd is met 1691 is deze vermoedelijk in de 19de eeuw vervaardigd. " ,
 "Cameroun" , "De gordijnstof in linnenbinding heeft een basispatroon met verticale stroken waarbij vlakken en volumes van wisselende vorm afgebakend worden door rechte, schuine en gebogen lijnen. De kleurencombinatie van oranje, bruin en roze was typisch voor die periode." ,
 "Cameroun" , "De gordijnstof in linnenbinding heeft een basispatroon met verticale stroken waarbij vlakken en volumes van wisselende vorm afgebakend worden door rechte, schuine en gebogen lijnen. De kleurencombinatie van oranje, bruin en roze was typisch voor die periode." ,
 "Horizon" , "Deze gordijnstof in linnenbinding heeft een horizontaal georiënteerd patroon met tredes en balkachtige volumes in wit, felgroen en violet. De omvang en de diepte van deze motieven wordt gesuggereerd door stippen en blokjes van wisselende grootte en kleurintensiteit toe te passen volgens een bepaald systeem. De stof is een goed voorbeeld van de op art-vormgeving." ,
 "Horizon" , "Deze gordijnstof in linnenbinding heeft een horizontaal georiënteerd patroon met tredes en balkachtige volumes in wit, felgroen en violet. De omvang en de diepte van deze motieven wordt gesuggereerd door stippen en blokjes van wisselende grootte en kleurintensiteit toe te passen volgens een bepaald systeem. De stof is een goed voorbeeld van de op art-vormgeving." ,
 "Zeven lappen gordijnstof" , "De patronen van deze zeven lappen gordijnstof zijn ontworpen door Octave Landuyt. De meeste behoren tot de reeks 'Hartprints' van Herman Hart & Co. Deze Nederlandse firma, gespecialiseerd in gordijnstoffen, gaf aan diverse kunstenaars, zoals Landuyt en leden van de Cobra-beweging, de opdracht om dessins te ontwerpen." ,
 "Cretonne nr. 15" , "Deze lap gordijnstof in linnenbinding vertoont een rasterpatroon van vierkante vlakken met verticale, onregelmatige strepen. De kleurencombinatie bestaaat uit oranje, geel en verschillende tinten blauw. Patroon nr.: 36/0810/2" ,
 "Sorrento" , "Het patroon van deze lap gordijnstof vertoont een compositie met twee opvliegende meeuwen. De kleurstelling bestaat uit beige, zwart, bruin, oranje, mosgroen, middengroen, wit. Patroonnr.: 409/26612-502." ,
 "Koffiekan Le Maraudeur" , "De zilveren koffiekan met los koffiekandeksel versierd met roggenhuidpatroon en klauterende putti is binnenin verguld. Ze maakt deel uit van een vierdelig koffieservies gekend onder de naam ""Le Maraudeur""." ,
 "Schaaltje" , "Tinnen schaaltje voor visitekaartjes of voor juwelen, of een asbak. Op het plat is een achterover leunende vrouw in reliëf afgebeeld. Haar loshangende golvende haren bedekken haar ontblote boezem. Ze lijkt met gesloten ogen een geur op te snuiven, wellicht van de bloemen voor haar. Rechts boven haar twinkelen drie sterren." ,
 "Boreale nr. 13" , "Het patroon, ontworpen door Octave Landuyt, maakt deel uit van de reeks 'Hartprints' van Herman Hart & Co. Deze Nederlandse firma, gespecialiseerd in gordijnstoffen, gaf aan diverse kunstenaars, zoals Landuyt en leden van de Cobra-beweging, de opdracht om dessins te ontwerpen. Het patroon van deze lap gordijnstof wordt gevormd door verticale banen op een onregelmatig gestreepte en gevlekte ondergrond. De banen worden gevormd door twee lijnen met tweelobbige motieven, waarbij de linkerhelft een rozet omvat. De kleurencombinatie bestaat uit mosgroen, oranjegeel, roestbruin, zwart en verschillende tinten grijs. Patroon nr.: 38/0742/6" ,
 "Paneel met symmetrisch bladwerk" , "Massief paneel met symmetrisch bladwerk, krullen en bloemen." ,
 "Seagull 102" , "Dit schoteltje behoort tot het servies 'Seagull' met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Paneel met symmetrische krullen" , "Massief paneel met boven- en onderaan eenzelfde symmetrische régence versiering van krullen, bladwerk en een centrale schelp. Vermoedelijk was dit een kastpaneel." ,
 "Gebakschaal 101 Seagull" , "Ronde gebakschaal met handvatten modelnummer 101 behorende tot het servies 'Seagull' met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Bladvormig schaaltje 199 Seagull" , "Schaaltje in bladvorm modelnummer 199  behorende tot het servies 'Seagull' met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Sierschaal" , "Aardewerken sierschaal met een decoratie van engobe(s) en voorzien van een glazuur" ,
 "Slakom 43 Seagull" , "Slakom modelnummer 43 behorende tot het servies 'Seagull' met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Boreale nr. 11" , "Het patroon, ontworpen door Octave Landuyt, maakt deel uit van de reeks 'Hartprints' van Herman Hart & Co. Deze Nederlandse firma, gespecialiseerd in gordijnstoffen, gaf aan diverse kunstenaars, zoals Landuyt en leden van de Cobra-beweging, de opdracht om dessins te ontwerpen. Het patroon van deze lap gordijnstof kenmerkt zich door een drukke achtergrond, waarin ster-en cirkelmotieven domineren. Daarboven bevinden zich grote, ronde motieven, verwant aan het granaatappelmotief. Ze zijn onderling verbonden door twee kruisende banden, geschikt in verspringende verticale rijen. De kleurencombinatie bestaat uit tinten geel, oranje, groen, blauw en bruin. Patroon nr.: 37/0743/5." ,
 "Soepbord 22 Seagull" , "Soepbord modelnummer 22 behorende tot het servies 'Seagull' met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Okergele vaas" , "Bol okergeel vaasje met smalle korte hals met een decor van geometrische zwarte en witte motieven. Catalogusnummer 214." ,
 "Wijnglas" , "Jugendstil wijnglas met polychroom decor. Kelk- en voetrand met gouden biesje. Kelk gedecoreerd met goudkleurig geometrisch motief dat de wand in vier verdeeld. Onder elk motief zes groene lindenblaadjes en twee streepjes. Tussen de motieven twee streepjes met eronder een gele bloem." ,
 "Vargueño" , "Deze Spaanse vargueño, ook bekend onder de recentere benaming 'escritorio de Salamanca’, is een schrijfmeubel bestaande uit twee mobiele koffers met smeedijzeren handvaten. Het onderste gedeelte is een houten ‘pie cerrado’ (gesloten voet) met twee deuren en twee schuiven, versierd met geprofileerde ruiten. Het bovenste gedeelte is afgesloten door een neerklapbaar blad, versierd met uitgesneden en vergulde metalen platen in veelhoekige vormen, aangebracht op een rode fluwelen ondergrond. Het neergeklapte blad, steunend op twee schelpvormige dwarsstukken, dient als schrijftafel. Binnenin is de koffer samengesteld uit twaalf grote lades en een deurtje met daarachter drie kleinere lades. Het binnenwerk bestaat uit gebeeldhouwd en verguld hout afgewerkt met ivoren of benen inlegwerk en schelpvormige knoppen. De decoratie is kenmerkend voor de Spaanse mudejarstijl. De vargueno geldt als prototype van de 17de-eeuwse kunstkabinetten. Een vergelijkbaar meubel is te vinden in de collectie van Museum Kunst & Geschiedenis in Brussel." ,
 "Vargueño" , "Deze Spaanse vargueño, ook bekend onder de recentere benaming 'escritorio de Salamanca’, is een schrijfmeubel bestaande uit twee mobiele koffers met smeedijzeren handvaten. Het onderste gedeelte is een houten ‘pie cerrado’ (gesloten voet) met twee deuren en twee schuiven, versierd met geprofileerde ruiten. Het bovenste gedeelte is afgesloten door een neerklapbaar blad, versierd met uitgesneden en vergulde metalen platen in veelhoekige vormen, aangebracht op een rode fluwelen ondergrond. Het neergeklapte blad, steunend op twee schelpvormige dwarsstukken, dient als schrijftafel. Binnenin is de koffer samengesteld uit twaalf grote lades en een deurtje met daarachter drie kleinere lades. Het binnenwerk bestaat uit gebeeldhouwd en verguld hout afgewerkt met ivoren of benen inlegwerk en schelpvormige knoppen. De decoratie is kenmerkend voor de Spaanse mudejarstijl. De vargueno geldt als prototype van de 17de-eeuwse kunstkabinetten. Een vergelijkbaar meubel is te vinden in de collectie van Museum Kunst & Geschiedenis in Brussel." ,
 "Soepbord 22 Seagull" , "Soepbord modelnummer 22 behorende tot het servies 'Seagull' met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Paneel met bandwerk" , "Massief paneel versierd met gedetailleerd bandwerk, afgewerkt met rozetten en bladwerk." ,
 "Paneel met druivenrank" , "Massief paneel met druivenrank. Aan een van de randen van een lange zijde werden vijf gaten gemaakt." ,
 "Vaas met bloemen" , "Aardewerken geglazuurde vaas met een decor van bloementakken op een bruine grond" ,
 "Paneel met annunciatie" , "Massief paneel met een voorstelling van de Annunciatie waarbij de aartsengel Gabriël de geboorte van Christus aankondigt. Op de brede bovenrand van het paneel zijn verbindingsgaten te zien. " ,
 "Paneel met 'Anna' en 'Ioesep'" , "Massief paneel met de namen 'Anna' en 'Ioesep' (Jozef) in reliëf aangebracht in twee medaillons. Het paneel was vermoedelijk een kastdeur. Aan de ene zijde is een sleutelgat te zien, tegenover twee scharnieren aan de andere zijde." ,
 "Dante's Inferno" , "Siervaas in helderrood en zwart glazuur, met een voorstelling van drie figuren in hoog-reliëf uit ""Inferno"" van Dante Alighieri. De figuren staan tegen een rode achtergrond omlijst door twee 'duivelsstaarten' die aan de hals overgaan van rood naar zwart. De rug van de vaas is quasi plat.
Het keramiekatelier Zsolnay werd in 1852 in de stad Pécs in Zuid-Hongarije opgericht. Vooral onder de dynamische leiding van Vilmos Zsolnay kreeg het bedrijf in de jaren 90 van de 19de eeuw een grote expansie. Tussen 1891 en 1897 heeft Vilmos Zsolnay, samen met de keramische kunstenaars Lajos Petrick en Vince Wartha, de techniek van het door reducerend branden aanbrengen van metaalkleuren uitgewerkt (de ""eozine""-techniek)." ,
 "Fragment van een paneel met maaswerk" , "Fragment van een massief paneel met maaswerk. Het gevlamde maaswerk met een roosvenster uit visblazen boven accoladebogen was kenmerkend voor het laatgotische raamwerk van vensters." ,
 "Kruk met maaswerk" , "Deze kruk (ook wel schabel of schemel genoemd) steunt op twee wangen die onderaan eindigen in een accoladeboog. Aan de smalle zijkanten van de wangen werden geprofileerde stukken gelijmd, wat doet vermoeden dat het meubel een 19de-eeuws exemplaar met gotische onderdelen is. De twee regels met ajour maaswerk bovenaan zijn vermoedelijk afkomstig van een 15de-eeuws meubel. Maaswerk was kenmerkend voor het gotische raamwerk van vensters. Beide regels zijn vastgemaakt met smeedijzeren nagels, afgedekt met houten pennen. De geboorde gaten in de dwarsregel onderaan doen vermoeden dat ook deze eerder onderdeel was van een ander meubel. Een vergelijkbaar meubel is te vinden in de collectie van Museum hof van Busleyden in Mechelen." ,
 "Achthoekig paneel met centrale rozet" , "Achthoekig massief paneel met rolwerk rond een centrale rozet. Mogelijk is dit het tafelblad van een klein tafeltje. " ,
 "Koffiekop 102 Seagull" , "Koffiekop modelnummer 102 behorende tot het servies 'Seagull' met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje." ,
 "Paneel in de vorm van een kapiteel" , "Massief paneel dat werd gesneden in de vorm van een kapiteel en versierd met overhoeks geplaatste voluten, bladwerk en bloemen. Het paneel draagt sporen van vergulding." ,
 "Paneel met twee portretten" , "Massief paneel met twee portretten. De portretten zijn omgeven door vruchtenslingers met granaatappelen." ,
 "Paneel in de vorm van een kapiteel met acanthusbladeren" , "Massief paneel dat gesneden is als een kapiteel en versierd met acanthusbladeren en voluten. Het fragment was mogelijk onderdeel van een architecturaal element." ,
 "Likeurglas" , "Likeurglaasje op kleine voet en hoge smalle steel. De wand van het glas is beschilderd met een gestileerd floraal motief in donkerroze. Zowel de randen van het motief als van het glas zelf zijn gehoogd met goud." ,
 "Spaanse mansstoel met leeuwenkoppen" , "Deze statige stoel dankt zijn uitstraling aan de hoge zitting, de lederen bekleding die werd vastgemaakt met metalen nagels en de twee leeuwenkopjes die de achterstijlen bekronen. De achterpoten lopen zonder onderbreking door in de stijlen van de rugleuning. De gedeeltelijk vernieuwde lederen zitting is in het midden versierd met een vierkant. De (stoffeer)nagels verschillen in grootte en werden ook decoratief aangebracht op de houten poten en regels. Enkele onderdelen waaronder enkele regels werden vermoedelijk vernieuwd. Een Spaanse stoel dankt zijn naam aan de lederen bekleding die oorspronkelijk uit het Spaanse Cordoba kwam. Omdat de Nederlanden onder Spaans bewind stonden, kwamen de stoelen er vaak voor. Vergelijkbare stoelen zijn te vinden in de collecties van het museum Brouwershuis in Antwerpen, het Gruuthusemuseum in Brugge, Museum Kunst & Geschiedenis in Brussel en Museum Hof van Busleyden in Mechelen." ,
 "Spaanse mansstoel met leeuwenkoppen" , "Deze statige stoel dankt zijn uitstraling aan de hoge zitting, de lederen bekleding die werd vastgemaakt met metalen nagels en de twee leeuwenkopjes die de achterstijlen bekronen. De achterpoten lopen zonder onderbreking door in de stijlen van de rugleuning. De gedeeltelijk vernieuwde lederen zitting is in het midden versierd met een vierkant. De (stoffeer)nagels verschillen in grootte en werden ook decoratief aangebracht op de houten poten en regels. Enkele onderdelen waaronder enkele regels werden vermoedelijk vernieuwd. Een Spaanse stoel dankt zijn naam aan de lederen bekleding die oorspronkelijk uit het Spaanse Cordoba kwam. Omdat de Nederlanden onder Spaans bewind stonden, kwamen de stoelen er vaak voor. Vergelijkbare stoelen zijn te vinden in de collecties van het museum Brouwershuis in Antwerpen, het Gruuthusemuseum in Brugge, Museum Kunst & Geschiedenis in Brussel en Museum Hof van Busleyden in Mechelen." ,
 "Champagneglas" , "Fluitglas voor champagne. Op de wanden van de glazen is een zweepslagmotief gegraveerd.
Léon Ledru ontwierp deze glazen voor Val-Saint-Lambert. Hij uitte zich hierin als een gelijkdenkende van Henry van de Velde, die zijn ontwerpen toejuichte.
Met dank aan prof. dr. Werner Adriaenssens, conservator Decoratieve Kunsten 20ste eeuw Koninklijke Musea voor Kunst en Geschiedenis Brussel, voor de informatie" ,
 "Fragment ven een paneel met maaswerk" , "Fragment van een massief paneel met gevlamd maaswerk. Maaswerk was kenmerkend voor het gotische raamwerk van vensters. Vermoedelijk maakte het paneel deel uit van het voorbord van een kist. In de collectie van het museum bevindt zich ook het aanvullende deel van het paneel." ,
 "Vaas model 72 decor K" , "Bol ongedecoreerd vaasje. De lichtgele vaas is bedekt met sterk reflecterende metaalglansglazuren en heeft daardoor een changeant geel-groene glans.
De vaas dateert waarschijnlijk uit de periode na de dood van Offermans. Onder leiding van ontwerper J.C. Heytze werden de decors eerst soberder, om vervolgens geheel te verdwijnen zodat enkel de kleuren van de metaalglazuren het decor vormden." ,
 "Vaas in montuur" , "De glasmanufactuur die onder de naam Johann Lötz Witwe bekend zou worden, ontstond in 1836 en werd al gauw de belangrijkste Boheemse glasfabriek van de late 19de en vroege 20ste eeuw. Geïnspireerd door  de Amerikaanse designer Louis Comfort Tiffany (1848-1933) ontwikkelde de firma een veelzijdige productie van art-nouveauglas. Bekende ontwerpers als Koloman Moser (1868-1918), Josef Hoffmann (1870-1956) en Michael Powolny (1871-1954) tekenden ontwerpen voor de glasmanufactuur.
De glazen vaas met iriserend decor in hoofdzakelijk groene tinten heeft de vorm van een wijde bloemkelk met gelobde rand. Ze is gevat in een messing houder met gestileerd vegetaal decor dat de bloemvorm benadrukt.
Het type past in een reeks van bloemvormige vazen die het huis in 1906-1907 produceerde. De vorm van de vaas stemt overeen met het modelnummer 4423. Op de patroonuitsnede is de vaas echter verankerd in een glazen voet, opgebouwd als staven die bijeen gehouden worden door een touw. Mogelijk behoort de glazen voet tot een reeks die ontworpen is door de toenmalige directeur van de glasfabriek, Eduard Prochaska. Of dit ook zou gelden voor de kelk is niet te zeggen.
" ,
 "Paar kruikjes 344 met vogel" , "Paar aardewerken kruikjes, modelnummer 344, in mat glazuur, elk gedecoreerd met een vogel zittend op een tak met bladeren en bloemen tegen een crème-witte ondergrond. De decors zijn elkaars spiegelbeeld. Gesigneerd WvM, vermoedelijk te identificeren als Wilhelmina Josina van Maaren (°1886), die van 1912 tot 1920 werkzaam was als decorschilderes." ,
 "Fragment van een een paneel met maaswerk" , "Fragment van een massief paneel met maaswerk. Het gevlamd maaswerk met spitsbogen en accoladeboog boven een roosvenster was kenmerkend voor het gotische raamwerk van vensters." ,
 "Fragment van een paneel met maaswerk" , "Fragment van een massief paneel met maaswerk. Het gevlamd maaswerk met spitsbogen en accoladeboog boven een roosvenster was kenmerkend voor het gotische raamwerk van vensters." ,
 "Paneel met krullend bladwerk" , "Massief paneel met onderaan twee naar elkaar toegewende koppen. Vanuit de koppen vertrekt symmetrisch bladwerk in C- en S-vormen naar boven. " ,
